label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
car,54,205,937,465,02mx497a9m7w_std1024.webp,1024,768
car,22,38,773,741,128-1281404_back-view-of-car-png-bmw-i3-back.jpg,820,812
car,258,75,1006,704,2-18.png,1536,864
car,149,45,1334,500,2022-santa-fe-phev-limited-awd-shimmering-silver_Vehicle-Carousel.webp,1600,590
car,135,37,559,246,218-2184544_honda-small-car.jpg,820,349
car,116,71,524,230,911.jpg,750,422
car,24,23,641,357,CotR_McQueen.webp,699,393
car,38,29,921,566,Designo-Mercedes-G-Klasse-W463-iScale-118000000041-0.jpg,1000,631
car,48,105,673,340,FORD_FUSION_2020.webp,768,576
car,87,33,419,265,Hyundai-Kona-Electric-Right-Front-Three-Quarter-162185.webp,600,337
car,31,128,559,173,Hyundai_i30-SEDAN-Nline_Fiery-Red_Side-Profile_640x331.png,640,331
car,156,166,1551,904,b19aa0357.webp,1920,1281
car,105,142,455,174,cosySec.png,690,390
car,34,124,570,296,d7afc86b-6ee3-332c-a23e-6df31812282b.png,768,432
car,34,6,200,164,download (1).jpg,269,187
car,10,10,206,190,download (2).jpg,226,223
car,17,10,215,173,download (3).jpg,249,203
car,7,26,250,127,download.jpg,272,186
car,53,40,265,134,e-class-exterior-right-front-three-quarter.webp,370,208
car,192,159,772,386,exterior_car_front.png,1280,680
car,421,355,1355,558,family_chooser_tecnica_m.png,1920,1066
car,121,274,802,219,ferrari.jpg,1023,614
car,98,36,352,235,g-klasse-suv-standaard-uitvoering.webp,540,304
car,257,160,504,334,gt374.3.jpg,1024,640
car,238,207,1369,674,i20-exterior-right-front-three-quarter-5.jpg,1915,1077
car,42,85,723,297,i84yjvqbjdtr_800.jpg,800,533
car,109,70,360,197,image.MQ6.2.2x.20210421125709.png,560,314
car,19,32,956,578,image.jpg,1000,639
car,19,32,256,105,images (1).jpg,300,168
car,1,31,220,191,images (2).jpg,222,227
