label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
bird,94,21,97,106,Kopie van images (14).jpg,300,168
bird,11,53,17,16,Kopie van images (15).jpg,275,183
bird,55,60,17,10,Kopie van images (15).jpg,275,183
bird,91,93,15,13,Kopie van images (15).jpg,275,183
bird,130,65,18,12,Kopie van images (15).jpg,275,183
bird,186,68,16,9,Kopie van images (15).jpg,275,183
bird,247,58,18,15,Kopie van images (15).jpg,275,183
bird,142,77,15,11,Kopie van images (15).jpg,275,183
bird,57,98,18,14,Kopie van images (15).jpg,275,183
bird,33,116,16,10,Kopie van images (15).jpg,275,183
bird,93,0,191,176,Kopie van images (16).jpg,284,177
bird,1,0,132,177,Kopie van images (16).jpg,284,177
bird,119,89,48,31,Kopie van images (17).jpg,289,174
bird,57,117,42,26,Kopie van images (17).jpg,289,174
bird,15,104,43,23,Kopie van images (17).jpg,289,174
bird,113,31,15,8,Kopie van images (18).jpg,259,194
bird,183,37,13,14,Kopie van images (18).jpg,259,194
bird,240,30,11,13,Kopie van images (18).jpg,259,194
bird,222,64,14,7,Kopie van images (18).jpg,259,194
bird,225,75,12,8,Kopie van images (18).jpg,259,194
bird,204,80,14,9,Kopie van images (18).jpg,259,194
bird,143,80,12,8,Kopie van images (18).jpg,259,194
bird,81,25,17,9,Kopie van images (18).jpg,259,194
bird,59,5,15,11,Kopie van images (18).jpg,259,194
bird,32,8,13,13,Kopie van images (18).jpg,259,194
bird,24,62,17,9,Kopie van images (18).jpg,259,194
bird,6,84,17,10,Kopie van images (18).jpg,259,194
bird,46,135,14,7,Kopie van images (18).jpg,259,194
bird,8,153,15,9,Kopie van images (18).jpg,259,194
bird,82,159,16,7,Kopie van images (18).jpg,259,194
bird,102,89,10,7,Kopie van images (18).jpg,259,194
bird,116,111,13,6,Kopie van images (18).jpg,259,194
bird,105,129,18,10,Kopie van images (18).jpg,259,194
bird,137,171,12,6,Kopie van images (18).jpg,259,194
bird,138,110,19,8,Kopie van images (18).jpg,259,194
bird,177,103,16,8,Kopie van images (18).jpg,259,194
bird,207,98,18,7,Kopie van images (18).jpg,259,194
bird,214,136,8,7,Kopie van images (18).jpg,259,194
bird,203,183,16,11,Kopie van images (18).jpg,259,194
bird,160,186,15,6,Kopie van images (18).jpg,259,194
aircraft,63,76,55,74,Kopie van images (19).jpg,183,275
bird,82,25,6,9,Kopie van images (19).jpg,183,275
bird,76,6,9,9,Kopie van images (19).jpg,183,275
bird,73,17,7,9,Kopie van images (19).jpg,183,275
bird,65,24,9,8,Kopie van images (19).jpg,183,275
bird,64,43,8,8,Kopie van images (19).jpg,183,275
bird,152,3,9,12,Kopie van images (19).jpg,183,275
bird,164,11,8,9,Kopie van images (19).jpg,183,275
bird,171,19,8,9,Kopie van images (19).jpg,183,275
bird,161,29,9,13,Kopie van images (19).jpg,183,275
